,Unnamed: 0,Адрес обращения,Дом,Дата,текст обращения,ids,listTextAppealLem
536,536,улица Бичурина,8,2021-06-05 22:32:18.976,Поставить скамейки.Открыть баню.,10536,"['поставлять', 'скамейка', 'открывать', 'баня']"
537,537,улица Коммунистическая,32,2021-06-10 22:18:15.532,Благоустройство сквера по улице Советской и Терешковой,10537,"['благоустройство', 'сквер', 'улица', 'советский', 'терешкова']"
538,538,проспект Тракторостроителей,59,2021-06-06 15:58:21.825,Поставить видеокамеры.,10538,"['поставлять', 'видеокамера']"
539,539,улица Академика В.Н.Челомея,1,2021-06-08 21:08:38.946,"транспорт во все стороны
школу,дет. и спорт площадки",10539,"['транспорт', 'весь', 'сторона', 'школа', 'дет', 'спорт', 'площадка']"
540,540,проспект Тракторостроителей,54,2021-06-06 15:43:37.815,Поменять подъездные окна.,10540,"['поменять', 'подъездной', 'окно']"
541,541,улица Советская,38,2021-06-14 20:56:15.575,"Ремонт дороги возле дома, убрать незаконную парковку",10541,"['ремонт', 'дорога', 'возле', 'дом', 'убирать', 'незаконный', 'парковка']"
542,542,улица Винокурова,37,2021-06-05 21:23:18.505,Срочно нужна парковка для машин,10542,"['срочно', 'нужный', 'парковка', 'машина']"
543,543,улица Винокурова,37,2021-06-05 21:32:19.791,Детская площадка в неудовлетворительном состоянии,10543,"['детский', 'площадка', 'неудовлетворительный', 'состояние']"
544,544,улица Винокурова,37,2021-06-05 19:50:56.808,"С собакой негде гулять, если что на стадион школы. Пора бы выделить место для выгула собак",10544,"['собака', 'негде', 'гулять', 'стадион', 'школа', 'пора', 'выделять', 'место', 'выгул', 'собака']"
545,545,улица Лукина,4,2021-06-12 20:35:51.055,Школа,10545,['школа']
546,546,улица Лебедева,25,2021-06-12 18:48:26.670,Просьба благоустроить детскую площадку по адресу улица Лебедева дом 25. Хотелось бы иметь во дворе хоккейную коробку. ,10546,"['просьба', 'благоустраивать', 'детский', 'площадка', 'адрес', 'улица', 'лебедев', 'дом', '25', 'хотеться', 'иметь', 'двор', 'хоккейный', 'коробка']"
547,547,улица Солнечная,28,2021-06-12 08:18:59.439,Доделать детскую площадку,10547,"['доделывать', 'детский', 'площадка']"
548,548,улица Пирогова,4,2021-06-08 13:32:42.222,"Обустройство детской площадки по адресу ул. Пирогова 4.
Расширить парковку в данном дворе.",10548,"['обустройство', 'детский', 'площадка', 'адрес', 'ул', 'пирогов', '4', 'расширять', 'парковка', 'данный', 'двор']"
